posted_at,product,post_no,price_usd,price_text,source,title,url
2026-08-25,firebat-f1-7640hs,97524,,,none,[재입고] GMKtec M6 Ultra 7640HS 게이밍 미니 PC($164) FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97524
2026-08-25,firebat-f1-7640hs,97531,,,none,"[재입고] GMKtec M6 7640HS 미니PC($164), FIREBAT R3 7430U($216), F1 H255($340)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97531
2026-08-25,firebat-f1-7640hs,97537,297.00,$297,title,"[재입고] 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97537
2026-08-25,firebat-f1-7640hs,97558,297.00,$297,title,"[재입고] 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97558
2026-08-25,firebat-f1-7640hs,97559,297.00,$297,title,"[특가재입고]올독큐브 iPlay 80($84), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97559
2026-08-25,firebat-f1-7640hs,97568,297.00,$297,title,"[재입고]올독큐브 iPlay 80($84), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97568
2026-08-25,firebat-f1-7640hs,97608,,,none,"[선착순코드] 빅미 B6 전자책리더기 ($101), 파이어뱃 미니PC R3($216)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97608
2026-08-25,firebat-f1-7640hs,97613,,,none,[재입고] GMKtec M6 Ultra 7640HS 게이밍 미니 PC($164) FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97613
2026-08-26,firebat-f1-7640hs,97625,312.00,$312,title,"[특가마지막날] GMKtec M6 7640HS ($164), FIREBAT F1 7640HS ($312), 샤오신 GT13($281), Y700($293) 등",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97625
2026-08-26,firebat-f1-7640hs,97629,297.00,$297,title,"[특가재입고]올독큐브 iPlay 80($84), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97629
2026-08-26,firebat-f1-7640hs,97640,297.00,$297,title,"[특가재입고]올독큐브 iPlay 80($84), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97640
2026-08-26,firebat-f1-7640hs,97647,297.00,$297,title,"[특가재입고]올독큐브 iPlay 80($94), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97647
2026-08-26,firebat-f1-7640hs,97676,297.00,$297,title,"[특가재입고]올독큐브 iPlay 80($94), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97676
2026-08-26,firebat-f1-7640hs,97678,,,none,"[재입고] GMKtec M6 7640HS 미니PC($164), FIREBAT R3 7430U($216), F1 H255($340)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97678
2026-08-26,firebat-f1-7640hs,97689,297.00,$297,title,"[특가재입고]올독큐브 iPlay 80($84), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97689
2026-08-26,firebat-f1-7640hs,97701,297.00,$297,title,"[재입고] 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97701
2026-08-26,firebat-f1-7640hs,97714,,,none,"[재입고] GMKtec M6 7640HS 미니PC($164), FIREBAT R3 7430U($216), F1 H255($340)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97714
2026-08-26,firebat-f1-7640hs,97728,,,none,[미니피시] GMKtec M6 Ultra 7640HS 게이밍 미니 PC($164) FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97728
2026-08-26,firebat-f1-7640hs,97741,,,none,"[행사] JONR VC12 Rro 무선 진공청소기($80), FIREBAT 7640HS 베어본 ($192),무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97741
2026-08-26,firebat-f1-7640hs,97752,297.00,$297,title,"[특가재입고]올독큐브 iPlay 80($94), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97752
2026-08-26,firebat-f1-7640hs,97762,297.00,$297,title,"[특가재입고]올독큐브 iPlay 80($84), 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97762
2026-09-23,firebat-f1-7640hs,100112,,,none,"[행사] JONR VC12 Rro 무선 진공청소기($80), FIREBAT 7640HS 베어본 ($192),무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=100112
2026-09-23,firebat-f1-7640hs,100138,,,none,"[행사] JONR VC12 Rro 무선 진공청소기($80), FIREBAT 7640HS 베어본 ($192),무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=100138
2026-09-23,firebat-f1-7640hs,100170,,,none,"[행사] JONR VC12 Rro 무선 진공청소기($80), FIREBAT 7640HS 베어본 ($192),무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=100170
2026-07-21,firebat-f1-h255,93809,,,none,미니PC 특가) 파이어뱃 7430U 미니피시 16G 512GB($211) H255 16G 512GB($306),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=93809
2026-07-24,firebat-f1-h255,94085,337.11,"471,954원",title,"코인딜) FIREBAT F1 미니 PC AMD Ryzen 7 H255 (471,954원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=94085
2026-08-10,firebat-f1-h255,95504,294.00,$294,title,[미니PC 특가]GMKtec K12 H255 ($174) M8 6650H($152) FIREBAT F1 H255 16G 512GB($294) 등/무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=95504
2026-08-10,firebat-f1-h255,95548,300.98,$300.98,title,[미니피시 특가] GMKtec K12 H255 ($174) M8 6650H ($155) FIREBAT F1 H255 16G 512GB ($300.98),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=95548
2026-08-10,firebat-f1-h255,95564,300.98,$300.98,title,[미니피시 특가] GMKtec K12 H255 ($174) FIREBAT F1 H255 16G 512GB ($300.98) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=95564
2026-08-11,firebat-f1-h255,95629,300.98,$300.98,title,[미니피시 특가] GMKtec G3s ($99) K12 H255 ($174) FIREBAT F1 H255 16G 512GB ($300.98) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=95629
2026-08-11,firebat-f1-h255,95656,300.98,$300.98,title,[미니피시 특가] GMKtec G3s ($97) K12 H255 ($175) FIREBAT F1 H255 16G 512GB ($300.98) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=95656
2026-08-12,firebat-f1-h255,95761,300.98,$300.98,title,[미니피시 특가] GMKtec M8 6650H ($152) K12 H255 ($175) FIREBAT F1 H255 16G 512GB ($300.98) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=95761
2026-08-13,firebat-f1-h255,96000,327.00,$327,title,"[특가] GMKtec K12($177), FIREBAT F1 H255 ($327), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96000
2026-08-16,firebat-f1-h255,96204,356.00,$356,title,[미니피시] GMKtec M8 6650H ($149) G3s ($94) K12 H255 ($190) FIREBAT F1 H255 16G 512GB ($356) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96204
2026-08-16,firebat-f1-h255,96239,356.00,$356,title,[미니피시] GMKtec M8 6650H ($154) G3s ($105) K12 H255 ($207) FIREBAT F1 H255 16G 512GB ($356) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96239
2026-08-16,firebat-f1-h255,96249,356.00,$356,title,[미니피시] GMKtec M8 6650H ($154) G3s ($105) K12 H255 ($207) FIREBAT F1 H255 16G 512GB ($356) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96249
2026-08-16,firebat-f1-h255,96254,327.00,$327,title,"[특가] GMKtec K12 H255 ($177), FIREBAT F1 H255 ($327), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96254
2026-08-17,firebat-f1-h255,96266,356.00,$356,title,[미니피시] GMKtec M8 6650H ($154) G3s ($101) K12 H255 ($207) FIREBAT F1 H255 16G 512GB ($356) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96266
2026-08-17,firebat-f1-h255,96272,356.00,$356,title,[미니피시] GMKtec M8 6650H ($149) G3s ($94) K12 H255 ($190) FIREBAT F1 H255 16G 512GB ($356) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96272
2026-08-17,firebat-f1-h255,96285,356.00,$356,title,"미니PC 특가) K12($177), FIREBAT F1 H255($356) F1 7640HS ($262)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96285
2026-08-17,firebat-f1-h255,96294,327.00,$327,title,"[특가] GMKtec K12 H255 ($177), FIREBAT F1 H255 ($327), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96294
2026-08-17,firebat-f1-h255,96303,356.00,$356,title,[미니피시 특가] GMKtec K12 H255 ($177) M8 6650H ($149) G3s ($94) FIREBAT F1 H255 16G 512GB ($356) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96303
2026-08-17,firebat-f1-h255,96336,327.00,$327,title,"[특가] GMKtec K12($177), FIREBAT F1 H255 ($327), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96336
2026-08-17,firebat-f1-h255,96343,327.00,$327,title,"[특가] GMKtec K12 ($177), FIREBAT F1 H255($327), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96343
2026-08-17,firebat-f1-h255,96352,356.00,$356,title,[미니피시 특가] GMKtec K12 H255 ($177) G3s ($94) FIREBAT F1 H255 16G 512GB ($356) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96352
2026-08-17,firebat-f1-h255,96357,327.00,$327,title,"[미니PC특가] GMKtec G3S($94), 비링크 S13 N150($265), K12 H255($202), FIREBAT R3 7430U($217), F1 H255($327)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96357
2026-08-17,firebat-f1-h255,96375,351.00,$351,title,[미니피시 특가] GMKtec G3s ($94) K12 H255 ($202) FIREBAT F1 H255 16G 512GB ($351) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96375
2026-08-17,firebat-f1-h255,96383,356.00,$356,title,[미니피시 특가] GMKtec K12 H255 ($177) G3s ($94) FIREBAT F1 H255 16G 512GB ($356) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96383
2026-08-17,firebat-f1-h255,96403,327.00,$327,title,"[특가] GMKtec K12 ($202), FIREBAT F1 H255($327), GMKtec G3S($94) 등",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96403
2026-08-17,firebat-f1-h255,96420,327.00,$327,title,"[특가] GMKtec K12 ($177), FIREBAT F1 H255($327), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96420
2026-08-17,firebat-f1-h255,96424,351.00,$351,title,[미니피시 특가] GMKtec G3s ($94) K12 H255 ($202) FIREBAT F1 H255 16G 512GB ($351) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96424
2026-08-17,firebat-f1-h255,96441,327.00,$327,title,"[특가] GMKtec K12 ($177), FIREBAT F1 H255($327), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96441
2026-08-18,firebat-f1-h255,96486,327.00,$327,title,"[특가] GMKtec K12 ($202), FIREBAT F1 H255($327), GMKtec G3S($94) 등",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96486
2026-08-19,firebat-f1-h255,96605,351.00,$351,title,[재입고] GMKtec M8 6650H ($149) G3s ($94) FIREBAT F1 H255 16G 512GB ($351) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96605
2026-08-19,firebat-f1-h255,96694,351.00,$351,title,"[특가] 미니PC GMKtec G3S($94), FIREBAT F1 H255 ($351), VIOFO A229 블랙박스($149)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96694
2026-08-19,firebat-f1-h255,96697,351.00,$351,title,"[재입고]올독큐브 iPlay 80($84),GMKtec M8 6650H($149), K12 ($202), FIREBAT F1 H255($351), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96697
2026-08-19,firebat-f1-h255,96699,351.00,$351,title,"[재입고특가] GMKtec M8 6650H($149), K12 ($202), FIREBAT F1 H255($351), GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96699
2026-08-19,firebat-f1-h255,96707,351.00,$351,title,[재입고] GMKtec M8 6650H ($149) G3s ($94) FIREBAT F1 H255 16G 512GB ($351) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96707
2026-08-19,firebat-f1-h255,96713,351.00,$351,title,"[재입고]GMKtec M8 6650H($149), K12 ($202), FIREBAT F1 H255($351),GMKtec G3S($94)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96713
2026-08-19,firebat-f1-h255,96723,351.00,$351,title,"[특가]올독큐브 iPlay 80미니프로($84),FIREBAT F1 H255 ($351),GMKtec G3S($94)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96723
2026-08-20,firebat-f1-h255,96870,351.00,$351,title,"[특가],GMKtec G3S($94),샤오신 패드 프로 GT 11($172),FIREBAT F1 H255 ($351)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96870
2026-08-20,firebat-f1-h255,96891,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96891
2026-08-21,firebat-f1-h255,96945,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96945
2026-08-21,firebat-f1-h255,96996,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=96996
2026-08-21,firebat-f1-h255,97013,340.00,$340,title,"[미니PC특가] FIREBAT R3 7430U 16G 512G($216), 비링크 S13 N150($266), FIREBAT F1 H255 16G 512G($340), F1 7640HS 24G 512G($312)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97013
2026-08-21,firebat-f1-h255,97025,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97025
2026-08-21,firebat-f1-h255,97045,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97045
2026-08-21,firebat-f1-h255,97055,340.00,$340,title,"[특가재입고] GMKtec M8 6650H($150), FIREBAT F1 H255 ($340), 샤오신 GT13($281)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97055
2026-08-21,firebat-f1-h255,97058,340.00,$340,title,"[미니PC특가] FIREBAT R3 7430U 16G 512G($216), 비링크 S13 N150($266), FIREBAT F1 H255 16G 512G($340), F1 7640HS 24G 512G($312)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97058
2026-08-22,firebat-f1-h255,97063,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97063
2026-08-22,firebat-f1-h255,97074,351.00,$351,title,[재입고] GMKtec M8 6650H ($150) G3s ($94) FIREBAT F1 H255 16G 512GB ($351) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97074
2026-08-22,firebat-f1-h255,97091,340.00,$340,title,"[미니PC특가] FIREBAT R3 7430U 16G 512G($216), 비링크 S13 N150($266), FIREBAT F1 H255 16G 512G($340), F1 7640HS 24G 512G($312)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97091
2026-08-22,firebat-f1-h255,97102,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97102
2026-08-22,firebat-f1-h255,97125,340.00,$340,title,"[특가재입고] GMKtec M8 6650H($150), FIREBAT F1 H255 ($340), 샤오신 GT13($281) 등",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97125
2026-08-22,firebat-f1-h255,97129,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97129
2026-08-22,firebat-f1-h255,97143,351.00,$351,title,[재입고] GMKtec M8 6650H ($150) G3s ($94) FIREBAT F1 H255 16G 512GB ($351) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97143
2026-08-22,firebat-f1-h255,97145,340.00,$340,title,"[재입고] GMKtec M8 6650H 미니PC($150), FIREBAT R3 7430U($216), F1 H255 ($340)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97145
2026-08-22,firebat-f1-h255,97146,351.00,$351,title,"[미니pc재입고]GMKtec M8 6650H($150),GMKtec G3S($94) FIREBAT F1 H255 ($351)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97146
2026-08-22,firebat-f1-h255,97149,340.00,$340,title,"[재입고특가] GMKtec M8 6650H($150), FIREBAT F1 H255 ($340), R3 7430Y($216)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97149
2026-08-22,firebat-f1-h255,97150,351.00,$351,title,[재입고] GMKtec M8 6650H ($150) G3s ($94) FIREBAT F1 H255 16G 512GB ($351) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97150
2026-08-22,firebat-f1-h255,97153,340.00,$340,title,"[재입고] GMKtec M8 6650H ($150), FIREBAT F1 H255 16G 512G($340)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97153
2026-08-22,firebat-f1-h255,97156,340.00,$340,title,"[미니PC] FIREBAT R3 7430U($216), F1 H255 ($340)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97156
2026-08-22,firebat-f1-h255,97187,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97187
2026-08-23,firebat-f1-h255,97193,340.71,$340.71,body,[특가] 미니PC FIREBAT R3 ($216)/무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97193
2026-08-23,firebat-f1-h255,97197,340.00,$340,title,미니PC 3종) FIREBAT F1 H255 16G 512GB ($340) 7430U 16G 512GB ($216),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97197
2026-08-23,firebat-f1-h255,97221,340.71,$340.71,body,[특가] 미니PC FIREBAT R3 ($216)/무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97221
2026-08-23,firebat-f1-h255,97250,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97250
2026-08-23,firebat-f1-h255,97296,340.00,$340,title,[미니피시 특가] FIREBAT F1 H255 16G 512GB ($340) R3 7430U 16G 512GB ($216) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97296
2026-08-23,firebat-f1-h255,97316,340.00,$340,title,"[미니PC] FIREBAT R3 7430U($216), F1 H255 ($340)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97316
2026-08-24,firebat-f1-h255,97352,,,none,"[특가] 미니PC FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97352
2026-08-24,firebat-f1-h255,97371,340.00,$340,title,"[미니PC] FIREBAT R3 7430U($216), F1 H255 ($340)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97371
2026-08-24,firebat-f1-h255,97386,340.00,$340,title,"[미니PC특가] FIREBAT R3 7430U 16G 512G($216), 비링크 S13 N150($266), FIREBAT F1 H255 16G 512G($340), F1 7640HS 24G 512G($312)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97386
2026-08-24,firebat-f1-h255,97396,,,none,"[특가] 미니PC FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97396
2026-08-24,firebat-f1-h255,97407,340.00,$340,title,[미니피시 특가] FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97407
2026-08-24,firebat-f1-h255,97450,340.00,$340,title,[미니피시 특가] FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97450
2026-08-25,firebat-f1-h255,97493,340.00,$340,title,[재입고] GMKtec M6 Ultra 7640HS 게이밍 미니 PC($164) FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97493
2026-08-25,firebat-f1-h255,97524,340.00,$340,title,[재입고] GMKtec M6 Ultra 7640HS 게이밍 미니 PC($164) FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97524
2026-08-25,firebat-f1-h255,97531,340.00,$340,title,"[재입고] GMKtec M6 7640HS 미니PC($164), FIREBAT R3 7430U($216), F1 H255($340)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97531
2026-08-25,firebat-f1-h255,97558,,,none,"[재입고] 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97558
2026-08-25,firebat-f1-h255,97613,340.00,$340,title,[재입고] GMKtec M6 Ultra 7640HS 게이밍 미니 PC($164) FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97613
2026-08-26,firebat-f1-h255,97625,,,none,"[특가마지막날] GMKtec M6 7640HS ($164), FIREBAT F1 7640HS ($312), 샤오신 GT13($281), Y700($293) 등",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97625
2026-08-26,firebat-f1-h255,97678,340.00,$340,title,"[재입고] GMKtec M6 7640HS 미니PC($164), FIREBAT R3 7430U($216), F1 H255($340)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97678
2026-08-26,firebat-f1-h255,97701,,,none,"[재입고] 미니PC GMKtec M6 7640HS ($164), FIREBAT R3 ($216), F1 7640HS ($297)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97701
2026-08-26,firebat-f1-h255,97714,340.00,$340,title,"[재입고] GMKtec M6 7640HS 미니PC($164), FIREBAT R3 7430U($216), F1 H255($340)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97714
2026-08-26,firebat-f1-h255,97728,340.00,$340,title,[미니피시] GMKtec M6 Ultra 7640HS 게이밍 미니 PC($164) FIREBAT R3 7430U 16G 512GB ($216) F1 H255 16G 512GB ($340) 등등 / 무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=97728
2026-09-14,firebat-f1-h255,99244,309.00,$309,title,"[특가]GMKtec G3S($121) , GMKtec M8($205),FIREBAT F1($309) /무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=99244
2026-09-14,firebat-f1-h255,99286,254.00,$254,title,[미니PC특가] FIREBAT F1($254) GMKtec G3S($116) GMKtec M8($200),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=99286
2026-09-15,firebat-f1-h255,99314,260.00,$260,title,"[미니PC특가] FIREBAT F1($260), GMKtec G3S($121), GMKtec M8($205)/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=99314
2026-09-15,firebat-f1-h255,99319,260.00,$260,title,[미니PC특가]GMKtec G3S($121) GMKtec M8($200) FIREBAT F1($260) /무료,https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=99319
2026-09-15,firebat-f1-h255,99322,254.00,$254,title,[미니PC특가] GMKtec G3S($116) FIREBAT F1($254) GMKtec M8($200),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=99322
2026-09-15,firebat-f1-h255,99347,254.00,$254,title,[미니PC특가] GMKtec G3S($116) FIREBAT F1($254) GMKtec M8($200),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=99347
2026-05-30,gmktec-k12,88969,175.00,$175,title,"미니PC) GMKtec K12($175), M6 Ryzen5 7640HS ($163)외/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=88969
2026-05-31,gmktec-k12,89048,165.00,$165,title,"미니PC) GMKtec K12($165), M6 Ryzen5 7640HS ($139)외/무료",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu8&no=89048
